prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second,Variant_Rate,serious,ICU_NHK,all_bed,Delta_Variant_Rate,newpositive,I,R,D,severe,hospital,hotel,home,adjust,mild
Aomori,21944,0,0,,99.91486314,1263000,101.1152314,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21951,0,0,,99.70202143,1263000,98.64606,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21958,0,0,-4,99.70202143,1263000,98.64606,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21965,0,0,0,99.70202143,1263000,98.64606,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21972,0,0,-2,99.20563076,1263000,98.44084286,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21979,0,0,-7,96.22728672,1263000,97.20954,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21986,0,0,-4.5,96.22728672,1263000,97.20954,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21993,0,0,-2,96.22728672,1263000,97.20954,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,22000,7,0,-1.25,96.22728672,1263000,97.20954,,,,,,,,,,,,,,0,,,,,7,0,0,0,,,,,
Aomori,22007,4,0,-7,91.38976886,1263000,94.48276857,,,,,,,,,,,,,,0,,,,,11,0,0,0,,,,,
Aomori,22014,11,0,-12.25,89.45476172,1263000,93.39206,,,,,,,,,,,,,,0,,,,,19,3,0,0,,,,,
Aomori,22021,0,0,-11.5,89.45476172,1263000,93.39206,,,,,,,,,,,,,,0,,,,,16,6,0,0,,,,,
Aomori,22028,0,0,-17.25,89.45476172,1263000,93.39206,,,,,,,,,,,,,,0,,,,,8,14,0,0,,,,,
Aomori,22035,4,0,-16,88.39519153,1263000,92.51719571,,,,,,,,,,,,,,0,,,,,12,14,0,0,,,,,
Aomori,22042,1,0,-12.25,86.98243128,1263000,91.35071,,,,,,,,,,,,,,0,,,,,0,17,0,0,,,,,
Aomori,22049,0,1,-8,86.98243128,1263000,91.35071,,,,,,,,,,,,,,0,0,29,,,5,21,0,0,,,,,
Aomori,22056,0,0,-10,86.98243128,1263000,91.35071,,,,,,,,,,,,,,0,0,29,,,2,24,1,0,,,,,
Aomori,22063,0,0,-1,86.98243128,1263000,91.35071,,,,,,,,,,,,,,0,0,29,,,1,25,1,0,,,,,
Aomori,22070,0,0,-0.25,93.40851062,1263000,93.61314,,,,,,,,,,,,,,0,0,29,,,0,26,1,0,,,,,
Aomori,22077,0,0,2,93.40851062,1263000,93.61314,,,,,,,,,,,,,,0,0,29,,,0,26,1,0,,,,,
Aomori,22084,0,0,2,93.40851062,1263000,93.61314,,,,,,,,,,,,,,0,0,29,,,0,26,1,0,,,,,
Aomori,22091,0,0,1.25,93.40851062,1263000,93.61314,,,,,,,,,,,,,,0,0,29,,,0,26,1,0,,,,,
Aomori,22098,0,0,-0.5,93.72800775,1263000,94.93608286,,,,,,,,,,,,,,0,0,29,,,0,26,1,0,,,,,
Aomori,22105,3,0,2,93.85580661,1263000,95.46526,,,,,,,,,,,,,,0,0,29,,,2,26,1,0,,,,,
Aomori,22112,1,0,4.5,93.85580661,1263000,95.46526,,,,,,,,,,,,,,0,0,29,,,4,25,1,0,,,,,
Aomori,22119,0,0,9.25,93.85580661,1263000,95.46526,,,,,,,,,,,,,,0,0,29,,,4,26,1,0,,,,,
Aomori,22126,1,0,6.25,94.10543868,1263000,95.80007429,,,,,,,,,,,,,,0,0,29,,,2,29,1,0,,,,,
Aomori,22133,0,0,7.5,94.72951886,1263000,96.63711,,,,,,,,,,,,,,0,0,29,,,2,29,1,0,,,,,
Aomori,22140,1,0,18.25,94.72951886,1263000,96.63711,,,,,,,,,,,,,,0,0,29,,,1,31,1,0,,,,,
Aomori,22147,0,0,-5,94.72951886,1263000,96.63711,,,,,,,,,,,,,,0,0,29,,,0,32,1,0,,,,,
Aomori,22154,2,0,-8.75,94.72951886,1263000,96.63711,,,,,,,,,,,,,,0,0,29,,,2,32,1,0,,,,,
Aomori,22161,0,0,-6.6666665,96.05340892,1263000,97.84734429,,,,,,,,,,,,,,0,0,29,,,2,32,1,0,,,,,
Aomori,22168,0,0,-2.75,96.27405726,1263000,98.04905,,,,,,,,,,,,,,0,0,29,,,2,32,1,0,,,,,
Aomori,22175,0,0,8.75,96.27405726,1263000,98.04905,,,,,,,,,,,,,,0,0,31,,,2,32,1,0,,,,,
Aomori,22182,0,0,10,96.27405726,1263000,98.04905,,,,,,,,,,,,,,0,0,31,,,0,34,1,0,,,,,
Aomori,22189,2,0,9.75,96.93107426,1263000,98.75313571,,,,,,,,,,,,,,0,0,31,,,2,34,1,0,,,,,
Aomori,22196,0,0,10.5,97.423837,1263000,99.2812,,,,,,,,,,,,,,0,0,31,,,1,35,1,0,,,,,
Aomori,22203,67,0,11.5,97.423837,1263000,99.2812,,,,,,,,,,,,,,1,0,31,,,67,36,1,1,,,,,
Aomori,22210,74,0,9,97.423837,1263000,99.2812,,,,,,,,,,,,,,3,2,31,,,114,60,1,3,,,,,
Aomori,22217,58,3,11.5,97.37131319,1263000,99.17735,,,,,,,,,,,,,,3,2,31,,,89,143,4,3,,,,,
Aomori,22224,37,0,2.5,97.05617032,1263000,98.55425,,,,,,,,,,,,,,3,3,31,,,73,196,4,3,,,,,
Aomori,22231,5,2,-0.25,97.05617032,1263000,98.55425,,,,,,,,,,,,,,2,2,31,,,35,237,6,2,,,,,
Aomori,22238,2,0,0.25,97.05617032,1263000,98.55425,,,,,,,,,,,,,,2,2,31,,,19,255,6,2,,,,,
Aomori,22245,7,0,-4,97.05617032,1263000,98.55425,,,,,,,,,,,,,,2,2,31,,,16,265,6,2,,,,,
Aomori,22252,43,0,-5,96.58854763,1263000,99.04276143,,,,,,,,,,,,,,2,2,31,,,51,273,6,2,,,,,
Aomori,22259,43,0,-5.75,96.51061052,1263000,99.12418,,,,,,,,,,,,,,2,2,31,,,59,308,6,2,,,,,
Aomori,22266,17,0,-10,96.51061052,1263000,99.12418,,,,,,,,,,,,,,2,2,31,,,39,345,6,2,,,,,
Aomori,22273,38,1,-8,96.51061052,1263000,99.12418,,,,,,,,,,,,,,1,2,31,,,44,377,7,1,,,,,
Aomori,22280,78,1,-27.25,96.41798675,1263000,98.42094143,,,,,,,,,,,,,,2,2,31,,,103,395,8,2,,,,,
Aomori,22287,55,0,-20.25,96.2944884,1263000,97.48329,,,,,,,,,,,,,,2,2,31,,,80,473,8,2,,,,,
Aomori,22294,82,0,-18,96.2944884,1263000,97.48329,,,,,,,,,,,,,,1,2,31,,,102,533,8,1,,,,,
Aomori,22301,34,1,-19,96.2944884,1263000,97.48329,,,,,,,,,,,,,,4,3,31,,,69,599,9,4,,,,,
Aomori,22308,40,4,-15.25,96.2944884,1263000,97.48329,,,,,,,,,,,,,,2,2,31,,,58,646,13,2,,,,,
Aomori,22315,27,0,-19.75,95.60807403,1263000,97.35233,,,,,,,,,,,,,,1,1,31,,,59,672,13,1,,,,,
Aomori,22322,61,4,-15,95.60807403,1263000,97.35233,,,,,,,,,,,,,,0,1,31,,,79,709,17,0,,,,,
Aomori,22329,7,2,-19,95.60807403,1263000,97.35233,,,,,,,,,,,,,,1,1,31,,,60,733,19,1,,,,,
Aomori,22336,4,1,-14.75,95.60807403,1263000,97.35233,,,,,,,,,,,,,,1,0,31,,,27,769,20,1,,,,,
Aomori,22343,4,0,-13.25,97.51509561,1263000,99.39732,,,,,,,,,,,,,,0,1,31,,,24,776,20,0,,,,,
Aomori,22350,39,0,-12.25,97.51509561,1263000,99.39732,,,,,,,,,,,,,,0,0,31,,,43,796,20,0,,,,,
Aomori,22357,37,0,-8.5,97.51509561,1263000,99.39732,,,,,,,,,,,,,,0,0,31,,,67,809,20,0,,,,,
Aomori,22364,48,0,-5.75,97.51509561,1263000,99.39732,,,,,,,,,,,,,,1,0,31,,,64,860,20,1,,,,,
Aomori,22371,136,0,-5.5,97.57755105,1263000,98.50514286,,,,,,,,,,,,,,0,0,31,,,164,896,20,0,,,,,
Aomori,22378,83,0,-7,97.62439263,1263000,97.83601,,,,,,,,,,,,,,0,0,31,,,173,970,20,0,,,,,
Aomori,22385,142,0,-3.25,97.62439263,1263000,97.83601,1017,1017,0,,,,,,,0.076071508,0.076071508,,,0,0,31,,,175,1100,20,0,,,,,
Aomori,22392,177,2,10,97.62439263,1263000,97.83601,2211,2211,0,28342,18443,9899,0.010722455,0.01045223,0.01126507,0.029538289,0.029538289,,,0,0,31,,,258,1202,22,0,,,,,
Aomori,22399,138,1,3.75,96.78217926,1263000,97.26215286,4345,4345,0,38446,26937,11509,0.010611882,0.010441014,0.011034537,0.020310856,0.020310856,,,3,0,31,,,279,1318,23,3,,,,,
Aomori,22406,161,3,2.25,94.67664586,1263000,95.82751,6025,5813,212,43071,30210,12861,0.010517492,0.010254356,0.01119211,0.017661009,0.017518481,0.022732146,,4,3,31,,,284,1471,26,4,,,,,
Aomori,22413,171,1,-0.5,94.67664586,1263000,95.82751,16303,14667,1636,51928,34493,17435,0.010120135,0.009947547,0.010479849,0.01661454,0.016060313,0.024057409,,4,5,31,,,303,1622,27,4,,,,,
Aomori,22420,206,1,-5,94.67664586,1263000,95.82751,35397,31860,3537,66790,40638,26152,0.010373716,0.010248118,0.010575113,0.015127964,0.014707511,0.020374542,,5,3,31,,,300,1830,28,5,,,,,
Aomori,22427,183,2,-2,94.67664586,1263000,95.82751,71899,65360,6539,76307,47256,29051,0.010366556,0.010606993,0.009997908,0.014429703,0.014021569,0.020350557,,1,4,31,,,282,2029,30,1,,,,,
Aomori,22434,76,0,2.75,96.62711746,1263000,97.59435571,112266,98633,13633,86880,52994,33886,0.010524939,0.010930315,0.009947953,0.012474,0.012177108,0.015145607,,4,1,31,,,174,2213,30,4,,,,,
Aomori,22441,31,0,5.5,96.95219606,1263000,97.88883,173630,139989,33641,93434,54745,38689,0.01025857,0.010514087,0.009917527,0.011910886,0.011313373,0.015265973,,2,4,31,,,84,2334,30,2,,,,,
Aomori,22448,5,1,2.5,96.95219606,1263000,97.88883,243593,174320,69273,102613,57799,44814,0.010457655,0.010523918,0.010373414,0.011184358,0.010287184,0.014329076,,0,1,31,,,30,2392,31,0,,,,,
Aomori,22455,24,0,2.75,96.95219606,1263000,97.88883,332163,223178,108985,109811,60309,49502,0.010503792,0.010463223,0.010553645,0.011175084,0.010423236,0.013111845,,0,0,31,,,34,2412,31,0,,,,,
Aomori,22462,43,0,3.5,96.73172683,1263000,97.66076143,412964,265196,147768,114688,62375,52313,0.010460081,0.010434322,0.010490961,0.010822306,0.010341482,0.011807564,,0,0,31,,,63,2426,31,0,,,,,
Aomori,22469,19,0,1.25,96.56637491,1263000,97.48971,516586,331928,184658,119037,64273,54764,0.010398506,0.010387057,0.010411975,0.010583657,0.010566177,0.010615225,,0,0,31,,,38,2470,31,0,,,,,
Aomori,22476,40,0,3,96.56637491,1263000,97.48971,630823,401249,229574,125082,66819,58263,0.010556836,0.01049238,0.010631738,0.010838368,0.011062303,0.010468001,,1,0,31,,,42,2506,31,1,,,,,
Aomori,22483,37,0,13.75,96.56637491,1263000,97.48971,710813,433269,277544,126238,67229,59009,0.010449264,0.010411714,0.010492377,0.010827989,0.010888028,0.010735577,,0,0,31,,,59,2526,31,0,,,,,
Aomori,22490,96,1,-0.25,96.56637491,1263000,97.39486143,830699,476674,354025,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.011063073,0.010876851,0.01132412,,0,0,31,,,113,2567,32,0,,,,,
Aomori,22497,160,0,4.75,,1263000,96.82577,830699,476674,354025,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.011063073,0.010876851,0.01132412,,0,0,31,,,210,2630,32,0,,,,,
Aomori,22504,268,0,9.25,,1263000,96.82577,949943,532348,417595,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.011175338,0.010944002,0.011484818,,0,0,31,,,363,2745,32,0,,,,,
Aomori,22511,461,1,2.75,,1263000,96.82577,1071192,593259,477933,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.010725047,0.010548509,0.010952577,,0,0,31,,,596,2973,33,0,,,,,
Aomori,22518,616,0,-0.5,,1263000,96.82577,1163370,637301,526069,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.010650829,0.010452343,0.01090162,,1,1,31,,,915,3273,33,1,,,,,
Aomori,22525,564,0,-2,,1263000,96.66918429,1226416,671361,555055,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.010393498,0.010216001,0.010616606,,2,2,31,,,1131,3618,33,2,,,,,
Aomori,22532,360,0,-2.5,,1263000,96.60655,1306723,720406,586317,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.010262482,0.010176203,0.010370514,,6,3,31,,,666,4443,33,6,,,,,
Aomori,22539,293,0,-0.75,,1263000,96.60655,1406556,776220,630336,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.010272954,0.010269808,0.01027683,,7,9,31,,,451,4951,33,7,,,,,
Aomori,22546,182,2,4.5,,1263000,96.60655,1469165,807391,661774,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.010218005,0.010270272,0.010154951,,6,5,31,,,319,5263,35,6,,,,,
Aomori,22553,99,1,0.75,,1263000,96.66676857,1557463,851933,705530,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.010234453,0.010367382,0.010078415,,3,6,31,,,175,5505,36,3,,,,,
Aomori,22560,59,2,2.25,,1263000,96.74706,1557463,851933,705530,127635,67672,59963,0.010381796,0.010359813,0.010406719,0.010234453,0.010367382,0.010078415,,2,4,31,,,123,5606,38,2,,,,,
Chiba,21937,0,0,,100.0000005,6255000,102.1029,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Chiba,21944,1,0,,99.88306783,6255000,101.7010143,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Chiba,21951,2,0,,99.59073614,6255000,100.6963,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Chiba,21958,1,0,-7.125,99.59073614,6255000,100.6963,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Chiba,21965,6,0,1.25,99.59073614,6255000,100.6963,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Chiba,21972,4,0,-3.5,98.84573818,6255000,100.1104643,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Chiba,21979,7,0,-13.75,94.37575042,6255000,96.59545,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Chiba,21986,10,0,-1.25,94.37575042,6255000,96.59545,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Chiba,21993,13,0,4.5,94.37575042,6255000,96.59545,,,,,,,,,,,,,,0,,,,,27,15,0,0,,,,,
Chiba,22000,114,1,-3.5,94.37575042,6255000,96.59545,,,,,,,,,,,,,,0,,,,,140,19,1,0,,,,,
Chiba,22007,104,0,-10.75,88.43840609,6255000,91.66882857,,,,,,,,,,,,,,0,,,,,205,32,1,0,,,,,
Chiba,22014,208,4,-19.75,86.06346835,6255000,89.69818,,,,,,,,,,,,,,0,,,,,412,39,4,0,,,,,
Chiba,22021,215,6,-22.75,86.06346835,6255000,89.69818,,,,,,,,,,,,,,0,,,,,582,71,8,0,,,,,
Chiba,22028,121,15,-28,86.06346835,6255000,89.69818,,,,,,,,,,,,,,0,,,,,670,97,19,0,,,,,
Chiba,22035,45,8,-26.75,85.0578462,6255000,88.73776429,,,,,,,,,,,,,,0,,,,,697,105,26,0,,,,,
Chiba,22042,19,6,-31.25,83.71701667,6255000,87.45721,,,,,,,,,,,,,,12,,,,,217,467,40,12,,,,,
Chiba,22049,18,2,-22.25,83.71701667,6255000,87.45721,,,,,,,,,,,,,,11,12,82,,,203,650,42,11,,,,,
Chiba,22056,6,2,-31,83.71701667,6255000,87.45721,,,,,,,,,,,,,,6,10,82,,,95,765,44,6,,,,,
Chiba,22063,4,1,-17.75,83.71701667,6255000,87.45721,,,,,,,,,,,,,,4,6,82,,,57,807,45,4,,,,,
Chiba,22070,6,0,-13.5,91.49684944,6255000,93.80054,,,,,,,,,,,,,,4,4,82,,,23,839,45,4,,,,,
Chiba,22077,12,0,-15,91.49684944,6255000,93.80054,,,,,,,,,,,,,,3,4,82,,,28,846,45,3,,,,,
Chiba,22084,5,0,-10.5,91.49684944,6255000,93.80054,,,,,,,,,,,,,,2,3,82,,,23,856,45,2,,,,,
Chiba,22091,25,0,-11.75,91.49684944,6255000,93.80054,,,,,,,,,,,,,,2,2,82,,,36,868,45,2,,,,,
Chiba,22098,59,0,-15,91.94093898,6255000,94.67334714,,,,,,,,,,,,,,1,2,82,,,72,893,45,1,,,,,
Chiba,22105,107,1,-14.25,92.1185748,6255000,95.02247,,,,,,,,,,,,,,0,1,82,,,152,921,46,0,,,,,
Chiba,22112,179,0,-15.75,92.1185748,6255000,95.02247,,,,,,,,,,,,,,2,0,82,,,250,1004,46,2,,,,,
Chiba,22119,175,0,-13.5,92.1185748,6255000,95.02247,,,,,,,,,,,,,,6,2,82,,,320,1109,46,6,,,,,
Chiba,22126,304,3,-12.5,92.31087297,6255000,95.36779571,,,,,,,,,,,,,,7,5,82,,,453,1282,49,7,,,,,
Chiba,22133,380,5,-11,92.79161841,6255000,96.23111,,,,,,,,,,,,,,6,6,101,,,611,1499,54,6,,,,,
Chiba,22140,298,2,-12,92.79161841,6255000,96.23111,,,,,,,,,,,,,,6,5,101,,,522,1885,56,6,,,,,
Chiba,22147,312,3,-15,92.79161841,6255000,96.23111,,,,,,,,,,,,,,9,8,101,,,501,2214,59,9,,,,,
Chiba,22154,259,3,-13.5,92.79161841,6255000,96.23111,,,,,,,,,,,,,,10,9,101,,,432,2539,62,10,,,,,
Chiba,22161,178,2,-13.75,94.23159573,6255000,97.77655571,,,,,,,,,,,,,,10,9,101,,,321,2826,64,10,,,,,
Chiba,22168,193,3,-12,94.47159195,6255000,98.03413,,,,,,,,,,,,,,8,8,101,,,316,3022,67,8,,,,,
Chiba,22175,233,1,-8.5,94.47159195,6255000,98.03413,,,,,,,,,,,,,,6,7,101,,,353,3216,68,6,,,,,
Chiba,22182,168,2,-19.25,94.47159195,6255000,98.03413,,,,,,,,,,,,,,8,6,101,,,321,3414,70,8,,,,,
Chiba,22189,241,2,-9,95.39860323,6255000,98.61797,,,,,,,,,,,,,,9,6,101,,,329,3646,72,9,,,,,
Chiba,22196,263,1,-15.75,96.09386169,6255000,99.05585,,,,,,,,,,,,,,13,10,101,,,349,3889,73,13,,,,,
Chiba,22203,220,3,-11,96.09386169,6255000,99.05585,,,,,,,,,,,,,,10,12,101,,,347,4107,76,10,,,,,
Chiba,22210,281,1,-7.75,96.09386169,6255000,99.05585,,,,,,,,,,,,,,10,9,101,,,398,4336,77,10,,,,,
Chiba,22217,247,4,-7.75,96.07296269,6255000,99.11481,,,,,,,,,,,,,,9,11,101,,,371,4606,81,9,,,,,
Chiba,22224,296,1,-10.5,95.94756865,6255000,99.46857,,,,,,,,,,,,,,9,10,101,,,438,4834,82,9,,,,,
Chiba,22231,427,2,-9.5,95.94756865,6255000,99.46857,,,,,,,,,,,,,,7,6,101,,,573,5124,84,7,,,,,
Chiba,22238,607,2,-9.25,95.94756865,6255000,99.46857,,,,,,,,,,,,,,9,8,101,,,829,5473,86,9,,,,,
Chiba,22245,551,0,-11.5,95.94756865,6255000,99.46857,,,,,,,,,,,,,,10,9,101,,,876,5977,86,10,,,,,
Chiba,22252,527,6,-11.5,95.36195052,6255000,98.73431571,,,,,,,,,,,,,,14,10,101,,,832,6542,92,14,,,,,
Chiba,22259,720,6,-12.25,95.2643475,6255000,98.61194,,,,,,,,,,,,,,15,15,101,,,991,7100,97,15,,,,,
Chiba,22266,868,8,-12.25,95.2643475,6255000,98.61194,,,,,,,,,,,,,,17,13,101,,,1228,7721,106,17,,,,,
Chiba,22273,1162,8,-12,95.2643475,6255000,98.61194,,,,,,,,,,,,,,20,18,101,,,1801,8303,114,20,,,,,
Chiba,22280,1467,10,-26.25,94.88114618,6255000,97.96653286,,,,,,,,,,,,,,17,16,94,,,2543,9016,124,17,,,,,
Chiba,22287,2564,15,-20.5,94.37021108,6255000,97.10599,,,,,,,,,,,,,0,31,22,94,,,4144,9935,139,31,,,,,
Chiba,22294,3117,30,-21.75,94.37021108,6255000,97.10599,,,,,,,,,,,,,0,43,31,94,,,5884,11265,169,43,,,,,
Chiba,22301,2940,42,-23.25,94.37021108,6255000,97.10599,,,,,,,,,,,,,0,51,45,93,,,6616,13419,211,51,,,,,
Chiba,22308,2076,39,-22.75,94.37021108,6255000,97.10599,,,,,,,,,,,,,0,48,54,88,,,5803,16263,250,48,,,,,
Chiba,22315,1428,50,-20.5,94.34257651,6255000,97.24174,,,,,,,,,,,,,0,42,46,88,,,4219,19217,300,42,,,,,
Chiba,22322,851,48,-18.5,94.34257651,6255000,97.24174,,,,,,,,,,,,,0,30,44,93,,,2799,21437,348,30,,,,,
Chiba,22329,994,47,-19,94.34257651,6255000,97.24174,,,,,,,,,,,,,0,21,24,93,,,2074,23108,395,21,,,,,
Chiba,22336,820,58,-17.5,94.34257651,6255000,97.24174,,,,,,,,,,,,,0,25,21,92,,,1699,24243,453,25,,,,,
Chiba,22343,843,27,-18.5,96.14431348,6255000,99.46995,,,,,,,,,,,,,0.027027027,22,28,92,,,1335,25422,480,22,,,,,
Chiba,22350,723,28,-16.25,96.14431348,6255000,99.46995,,,,,,,,,,,,,0.1875,21,22,92,,,1185,26266,508,21,,,,,
Chiba,22357,680,32,-12.5,96.14431348,6255000,99.46995,,,,,,,,,,,,,0,19,21,92,,,1080,27019,540,19,,,,,
Chiba,22364,697,20,-6.75,96.14431348,6255000,99.46995,,,,,,,,,,,,,0.037037037,23,22,92,,,1097,27680,560,23,,,,,
Chiba,22371,716,15,-7.5,96.21830435,6255000,99.31495571,,,,,,,,,,,,,0.121621622,19,23,92,,,1129,28349,575,19,,,,,
Chiba,22378,614,11,-12.75,96.27379751,6255000,99.19871,,,,,,,,,,,,,0.090909091,15,14,92,,,1004,29156,586,15,,,,,
Chiba,22385,861,14,-13.75,96.27379751,6255000,99.19871,32,32,0,,,,,,,0.002393597,0.002393597,,0.30075188,12,15,92,,,1162,29846,600,12,,,,,
Chiba,22392,896,16,-10,96.27379751,6255000,99.19871,595,595,0,107186,70266,36920,0.040551022,0.039821956,0.04201499,0.00794902,0.00794902,,0.422360248,16,10,92,,,1198,30689,616,16,,,,,
Chiba,22399,982,8,-12,95.39932915,6255000,98.48552143,3596,3596,0,145235,102528,42707,0.04008783,0.039740738,0.040946387,0.016809629,0.016809629,,0.56,18,18,92,,,1377,31485,624,18,,,,,
Chiba,22406,915,17,-14.5,93.21315825,6255000,96.70255,5678,5642,36,160846,115257,45589,0.039276924,0.039122354,0.039673209,0.016643852,0.017003143,0.003860176,0.694736842,17,19,92,,,1372,32389,641,17,,,,,
Chiba,22413,1086,14,-13.5,93.21315825,6255000,96.70255,25986,25425,561,202614,136902,65712,0.039487001,0.039481606,0.03949824,0.026482575,0.027840285,0.008249515,0.833333333,20,17,94,,,1498,33333,655,20,,,,,
Chiba,22420,840,11,-18,93.21315825,6255000,96.70255,77135,73865,3270,257328,160839,96489,0.039967775,0.040560488,0.039017361,0.032965943,0.034098253,0.018836513,0.770731707,25,21,94,,,1235,34426,666,25,,,,,
Chiba,22427,731,11,-10.5,93.21315825,6255000,96.70255,195657,188929,6728,295847,182851,112996,0.040191788,0.041042391,0.038887598,0.039267201,0.040530615,0.020938758,0.724550898,19,26,94,,,1034,35346,677,19,,,,,
Chiba,22434,693,13,-10.5,95.47648336,6255000,98.68167571,372088,345142,26946,334840,202019,132821,0.040563654,0.041667569,0.038992416,0.041343112,0.042610802,0.02993571,0.811594203,22,17,94,,,973,36087,690,22,,,,,
Chiba,22441,652,4,-10,95.85370422,6255000,99.01153,672747,592233,80514,378605,220375,158230,0.041568872,0.042324264,0.040560637,0.046149928,0.047861997,0.036536507,,21,21,101,,,939,36771,694,21,,,,,
Chiba,22448,771,7,-12.5,95.85370422,6255000,99.01153,1013906,805128,208778,410093,234137,175956,0.041794032,0.042631164,0.040729783,0.046552602,0.047513194,0.043185595,,16,21,101,,,967,37465,701,16,,,,,
Chiba,22455,761,3,-11.25,95.85370422,6255000,99.01153,1366988,999476,367512,438976,246606,192370,0.041989531,0.042784549,0.041012581,0.045990087,0.046679214,0.044214897,,17,17,101,,,1047,38183,704,17,,,,,
Chiba,22462,955,6,-21,95.45692761,6255000,98.89802714,1741557,1181816,559741,460088,253947,206141,0.041962173,0.042481199,0.04133996,0.045639966,0.046085648,0.044726718,,17,17,101,,,1216,38963,710,17,,,,,
Chiba,22469,1155,7,-12.5,95.15934515,6255000,98.8129,2177782,1414208,763574,480861,262092,218769,0.042005729,0.042356271,0.041593336,0.044617735,0.04501811,0.043894712,,16,16,101,,,1417,39910,717,16,,,,,
Chiba,22476,1530,8,-12,95.15934515,6255000,98.8129,2616655,1644566,972089,496056,267056,229000,0.041866787,0.041934974,0.04178755,0.044957571,0.045340143,0.04432483,,17,16,101,,,1896,40953,725,17,,,,,
Chiba,22483,1992,3,-12.25,95.15934515,6255000,98.8129,2940980,1794889,1146091,503873,269512,234361,0.041707743,0.041739158,0.041671675,0.044800673,0.045105468,0.044331525,,21,18,101,,,2545,42293,728,21,,,,,
Chiba,22490,4378,6,-16,95.15934515,6255000,98.51252857,3414128,2000917,1413211,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.045468632,0.045657359,0.045204069,,32,23,101,,,4805,44405,734,32,,,,,
Chiba,22497,6462,2,-18,,6255000,96.7103,3414128,2000917,1413211,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.045468632,0.045657359,0.045204069,,55,41,127,,,7731,47946,736,55,,,,,
Chiba,22504,7532,20,-22,,6255000,96.7103,3935173,2245123,1690050,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.046294238,0.046155203,0.046480242,,73,59,134,,,10283,52912,756,73,,,,,
Chiba,22511,10790,35,-19,,6255000,96.7103,4689973,2644328,2045645,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.046957202,0.047017772,0.046879131,,102,114,138,,,12897,59812,789,102,,,,,
Chiba,22518,9799,49,-19,,6255000,96.7103,5178343,2904554,2273789,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.047408517,0.047637448,0.047119264,,110,114,141,,,14097,68414,834,110,,,,,
Chiba,22525,8018,53,-22.75,,6255000,97.16033571,5637517,3157958,2479559,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.047776222,0.048054181,0.047426831,,102,115,141,,,12520,79156,893,102,,,,,
Chiba,22532,3796,51,-17,,6255000,97.34035,6145251,3438614,2706637,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.04826235,0.048572659,0.047873791,,81,112,154,,,8403,86622,944,81,,,,,
Chiba,22539,1958,30,-14.5,,6255000,97.34035,6667629,3703428,2964201,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.04869784,0.048998341,0.048327539,,61,84,154,,,3743,93396,968,61,,,,,
Chiba,22546,928,16,-12.5,,6255000,97.34035,7040895,3877862,3163033,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.048969243,0.049327649,0.048536886,,43,68,154,,,1672,96478,988,43,,,,,
Chiba,22553,518,11,-12.25,,6255000,97.76452857,7485115,4075716,3409399,510380,270761,239619,0.041514173,0.04145043,0.041586436,0.049186438,0.049598392,0.048702873,,35,49,154,,,818,97880,1001,35,,,,,
