prefecture,year,month,positive,death,population,FujiiKasaigdo,Fujiigdo,FujiiKasaigdp,Fujiigdp,rdei,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,departsuper,conveni,kaden,drugstore,Kasaiiip,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Shimane,2020,2,0,0,680000,99.654099,100.89085,97.653954,100.0937398944984,97.64949,2.25,.5,0,4.185185,-4,-2.4469821,4.370102138805337,-4.1111112,-15.76640580810345,1.731469369309175,3.504148637543059,4.4,2.2,5.7,23.3,93.90000000000001,39,,,36.7,,35.3,38.1,41.7,66.7,50,,27.8,39.7,-30.40245618933216,429,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,3,0,0,680000,97.584854,96.835625,97.661034,96.20803275954815,93.587067,1.25,-2,-1,1.75,-51,-95.06816360000001,-8.919819511918982,1.25,-8.778873591011342,-13.89804752144215,-7.457965106294345,-1.4,-5.6,-6.8,3.9,100.5,30.4,,,27.8,,28.4,30,33.3,33.3,38.9,,11.1,31.6,62.65599311226009,538,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,4,23,0,680000,92.767136,92.218208,90.932892,89.37246537564347,90.084312,-14.125,-4,-2,8.5,-95,-99.97624140000001,-62.13819279458573,-9.3000002,-74.30998076778565,-45.53892961023186,-23.66280228267546,-13.1,-11.2,.5,29.3,94.09999999999999,27.7,,,26.7,,26.3,27.8,33.3,16.7,33.3,,16.7,28.3,45.59624853268895,325,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,5,1,0,680000,88.573822,89.843628,84.212105,86.21316107054695,88.622665,-14.25,0,2,3.75,-99,-99.2307692,-56.12922008434511,-18.75,-72.49382178674577,-51.82945444932017,-9.332870091650173,-16.7,-12.4,15.7,13.5,78,25.3,,,26.4,,20.8,27.8,27.8,16.7,31,,16.7,26.1,-31.99133359654348,277,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,6,0,0,680000,93.866074,94.313347,91.859825,92.23213635570846,91.301765,-4.125,4,0,5,-86,-100,-26.35467102110398,-21.25,-57.25900771704774,-37.21712893384559,-30.36092386893676,-1.3,-4.1,28.7,18.9,85.3,28.6,,,33.3,,24.6,27.4,33.3,,33.3,,22.2,29,29.8351185711453,375,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,7,5,0,680000,94.249733,95.28701,90.381485,92.93351499136084,91.645065,-3,2,.5,1.9032258,-51,-96.72867220000001,-13.81335494963641,-18.129032,-53.79642332289121,-14.33414600552616,-40.11798088400286,-3.7,-7.6,6.4,5.5,82.59999999999999,28.5,,,34.8,,21.7,29.5,41.7,16.7,36.7,,16.7,29.3,-42.98598236586405,460,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,8,108,0,680000,96.022446,97.101944,91.347565,93.99158429309135,94.102676,5.375,1.5,-.5,3.5,-48,-100,-32.64756425150141,-12,-62.60242353510215,-30.26538171941595,-33.13658877389198,-7.2,-7.3,6.5,17.4,83.5,27.5,,,25,,23.8,26.7,16.7,33.3,47.6,,33.3,27.2,-3.289425027823242,340,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,9,3,0,680000,98.333076,98.16021,95.719429,95.95080982886095,94.193382,4.5,-1,-.5,-8.2222223,-14,-95.532646,-3.371344916364173,-15.185185,-53.78572280730394,-21.51104264282435,-1.432175068528572,-10.1,-3.8,-32.9,-8.6,93,33,,,35.4,,28.3,33.3,41.7,50,40,,33.3,33,5.641039599503344,430,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,10,1,0,680000,99.170044,99.522873,96.331154,97.17388200594783,95.566856,10.5,-2.5,-.5,8.1290321,22,-72.8426396,.2640868696710749,-14.096774,-63.62040761844423,11.30109558077427,23.22011540119298,2.6,-3.8,33.5,22.1,93,33.3,,,37,,28.1,34.6,41.7,41.7,37.5,,41.7,33,-53.26223909230786,452,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,11,6,0,680000,99.111794,99.068481,97.067429,97.14287700529077,94.717865,12,-2,-1,3.5,45,55.922865,5.265659469703038,0,-20.45863361923189,7.228546625381369,22.8870636093011,-2.1,5.2,21.6,18.5,95.59999999999999,38.6,,,38.3,,31.8,39.7,41.7,41.7,54.2,,41.7,38.5,-48.21347681853369,517,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,12,60,0,680000,99.799332,99.30217,97.362,96.55961573700645,95.753708,-3.5,-1,-.5,4.3548388,46,-96.63157889999999,-32.82319019623701,-4.032258,-10.89895414321777,-4.485684545458914,-8.86400311773904,-2.4,2.2,18.9,9.4,97.5,36.5,,,33.3,,34.2,37.2,41.7,45.8,40.5,,41.7,36.3,-.7665056360708604,412,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,1,61,0,680000,,,97.725182,97.11351717943175,,-17,8,-.5,8,-72,-93.5260116,-44.39084498370205,-6.25,-9.130230715357538,-29.4230050123583,-10.5680808770654,-6.5,-1.7,15.7,11.6,100.8,38.6,,,40,,36.8,40.5,33.3,41.7,38.9,,50,38.2,185.6557228494545,388,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,2,16,0,680000,,,99.031776,96.86392459575383,,-9.125,-1,3,7.25,-69,-90,-35.89184405982598,-4.5,-40.52861174447367,-40.95392964432141,-6.061772991014725,-4.7,1.7,9.300000000000001,-5.3,103.8,39,,,38.3,,33.3,43.3,38.9,44.4,41.7,,33.3,39.2,-31.18243303668386,400,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,3,3,0,680000,,,,,,2.5,-1,-.5,9.25,,-95,-22.74274640934845,-5.75,-7.300970498574686,-4.953576017339897,31.24199835825315,,,,,,40.6,33.3,,44.4,,38.6,40.2,38.9,50,41.7,,41.7,40.5,-36.98328143388873,577,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,4,60,0,680000,,,,,,2,,,7.8800001,,,-26.48,-5.8333335,,,,,,,,,40.2,16.7,,40,,40.8,40.5,33.3,41.7,42.6,,33.3,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,5,28,0,680000,,,,,,-.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shizuoka,2020,1,0,0,3659000,102.05053,102.04228,100,100.0000004362595,100,,-2,-1,-1,-8,-12.5439625,1.819610821376275,13.333333,3.729622706771783,3.207649123800761,4.114220490514273,-1.3,.5,-3.7,4.3,99.7,,,,,,,,,,,,,,-1.648335988645329,1289,5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shizuoka,2020,2,1,0,3659000,100.2688,100.49551,98.640388,99.10064354451258,97.867744,3,.5,2.5,8.2222223,-16,62.6525631,-2.819925922422098,10.481482,-5.225190381026382,.4197118387506398,.1241421430018398,4.5,3.5,3.1,18.7,97.40000000000001,36.5,33.3,66.7,46.7,33.3,36.1,31.5,33.3,33.3,36.8,33.3,40.9,35.7,-29.02510227115786,1272,6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shizuoka,2020,3,9,0,3659000,97.666443,97.61438,94.767197,94.68063417464602,96.640808,-3.25,-6.5,-7.5,14.5,-64,-99.90569739999999,-15.85240521399112,9.75,1.067308723574836,-13.26387063967832,-11.27147002918652,-4.9,-5.5,-8,7.6,95,32.6,37.5,33.3,45.7,8.300000000000001,33,29.9,23.6,25,29.2,25,34.5,32.2,5.973227459129163,1694,7843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.2,,,
Shizuoka,2020,4,61,1,3659000,88.644333,90.72966,81.592819,85.18050053772599,91.379547,-20,-9,-13,18.700001,-94,-99.99491399999999,-63.23057897883946,-8.7333336,-65.36174230034554,-47.08009154847432,-21.89196671154383,-8.800000000000001,-9.300000000000001,-3.7,11.6,75.40000000000001,24.9,27.8,16.7,38.1,11.1,24.3,23.4,18.1,20.2,18.6,33.3,25,24.9,-27.73979414106321,924,3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.90000000000001,,,
Shizuoka,2020,5,4,0,3659000,84.129547,85.817101,78.067505,80.90508129602603,86.095116,-22.75,-13,-23.5,12.5,-98,-99.0151826,-49.56014217968267,-25.75,-81.56667628616499,-50.6902660770912,-13.78181013739342,-1.8,-9,11.5,8.9,69.59999999999999,23.8,16.7,16.7,37.7,16.7,22.4,22.3,10,21.2,19.7,33.3,23.4,23.9,-37.77801697590232,710,2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.7,,,
Shizuoka,2020,6,6,0,3659000,91.99704,91.858452,88.188568,87.43071831310586,91.325958,-12,-3.5,-6.5,7.25,-81,-99.9143933,-20.64120869065445,-23.25,-64.92428237600321,-27.76314286686858,-34.49163001585485,.5,-4.6,25.9,7.2,82.09999999999999,23.9,22.2,33.3,40.5,23.3,22.1,20.2,24.1,17.5,20.6,25,26.9,23.3,-26.91009097289957,1100,4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,,,
Shizuoka,2020,7,192,0,3659000,95.106491,94.49279,90.947418,90.30631160518901,92.73381,-15,-3.5,-6,7.7419353,-64,-99.5384232,-15.78133401389365,-21.967741,-60.10642701035329,-15.63179857357562,-46.69214441876303,.9,-8.300000000000001,17,7.3,88.5,26.7,38.9,16.7,38,33.3,25.6,23.3,31.7,20.6,25.9,30,28.2,26.4,5.078920072270975,1224,5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,,,
Shizuoka,2020,8,207,0,3659000,96.267136,95.501228,91.995834,91.06655566385703,93.926971,-9,-7,-10,7.75,-44,-99.5527206,-28.56443372122897,-19,-63.92469599894694,-32.97867373976447,-35.50665032218061,3.4,-5.5,13.2,9.6,90.09999999999999,27.3,22.2,16.7,40.6,22.2,25.5,25.8,22.2,24.2,24.8,30,28.3,27.1,-26.1944717430008,1069,4715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,
Shizuoka,2020,9,61,1,3659000,97.617073,96.83477,94.729439,93.77617696104336,93.800522,-9.75,-4,-5,2.5555556,19,-96.9690569,-4.25957893582686,-21.629629,-52.7881942778958,-19.09801101011937,-2.446543241562926,-8.4,-3,-27.8,-7.6,94.09999999999999,29.3,27.8,16.7,40.9,29.2,28.7,26.2,22.7,26.2,27.4,37.5,29.6,29.2,8.878269859465448,1444,6341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.40000000000001,,,
Shizuoka,2020,10,115,0,3659000,98.903755,98.967056,95.573814,95.85540656928883,95.808922,-6.25,1,-1,12.354838,91,-88.06182269999999,6.598623456774354,-20.709677,-69.14608574396142,30.87107800059331,19.75918260528678,6.8,3.2,30.6,13.5,94.3,32.9,27.8,50,42.4,41.7,33,29.4,30,30.2,28.7,37.5,35.2,32.5,-38.55975481600309,1268,5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,,,
Shizuoka,2020,11,1012,9,3659000,98.350105,98.605713,94.845192,95.49832307932179,95.466202,-6.25,-5,-11,5,106,-78.0490487,-5.702675291769564,-15.75,-31.63184531677246,15.6110376760717,17.92727522275119,.3,5.1,23.8,9.800000000000001,92.7,34.8,27.8,16.7,39.6,27.8,36.2,29.5,35,35.3,34.5,29.2,37,34.4,-20.14767116555011,1402,5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59999999999999,,,
Shizuoka,2020,12,1013,30,3659000,98.173676,97.982132,94.681206,94.46808279976705,95.288788,-11,-9,-15,6.1290321,39,-80.88383330000001,-26.93633666979727,-16.548388,-8.461215947603115,-5.877070262754064,-7.158821715840761,-.4,-3.5,17.8,7.7,93.59999999999999,35.3,27.8,33.3,40.3,37.5,37.9,29.8,27.8,34.3,33,33.3,34.9,35.4,-18.29509869870799,1298,4674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,,,
Shizuoka,2021,1,1909,35,3659000,,,94.372406,95.08179552298093,,-20,-9,-12.5,10,-73,-83.3867042,-37.81440406643532,0,-3.785602150173303,-35.70470855106225,-5.348526989670463,1.4,-4.5,18.6,5.8,94.8,33,16.7,16.7,40.8,27.8,36.3,28.4,23.3,30.7,28.8,29.2,31.4,33.3,1.883860252438467,1248,5758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,
Shizuoka,2021,2,551,17,3659000,,,92.799377,94.15157452043645,,-16.625,-6.5,-10.5,6.75,-74,-49,-35.39314494218535,-2.25,-46.5260837993286,-47.22197524574575,6.209314729596277,-1.7,-7.6,8.4,-6.4,90.8,35.1,22.2,16.7,40.9,33.3,37.8,30.7,25,31.6,31.9,38.9,34.4,35.2,1.872036186869465,1298,6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,,,
Shizuoka,2021,3,574,25,3659000,,,,,,-10.5,-6,-11,8.75,,-85,-30.54797495510942,-4.25,-14.4095774512811,-25.75386779852283,37.89562995288907,,,,,,36.3,33.3,33.3,39.6,44.4,38.9,31.7,31,36.3,31.6,33.3,35.4,36.5,28.49646141646789,1842,8932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4,,,
Shizuoka,2021,4,746,3,3659000,,,,,,-11,,,8.1599998,,,-29.6,-2.4444444,,,,,,,,,37.1,22.2,33.3,41.5,33.3,40.1,31.7,27.1,37.5,35.3,27.8,36.1,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shizuoka,2021,5,373,3,3659000,,,,,,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tochigi,2020,1,0,0,1946000,102.05053,102.04228,100,100.0000007150196,100,,-3,-3,6.6666665,-9,36.3306085,-2.99139773426562,4.3333335,-5.027965302360799,9.739655184227438,6.129704568966336,-.4,.5,13.1,6.8,94.40000000000001,,,,,,,,,,,,,,-10.69955111779069,558,2220,,,,,,,,,,,,,,,,,,,,,,,90.5,,,,,,,,59.5,,,-13.7
Tochigi,2020,2,1,0,1946000,99.651939,100.49994,97.469696,99.14754142786371,97.829514,-1,0,-1.5,7.1481481,-18,-43.8393672,-5.471064650471867,3.6296296,-9.067819848015951,5.299984529981826,-4.110151726913271,4.1,3.9,21.6,18.4,89.90000000000001,39.9,,,53.3,,36.4,34.6,36.4,38.9,41.1,,44.7,38.8,-1.828451315258505,534,2536,,,,,,,,,,,,,,,,,,,,,,,91.40000000000001,,,,,,,,87.3,,,-9.300000000000001
Tochigi,2020,3,13,0,1946000,98.343857,97.766983,96.023079,94.9080028306845,96.712532,-2.25,-3.5,-1,4.25,-61,-99.7213376,-17.95281884394335,.25,-6.67140265517179,-11.71547386419388,-14.21445060884923,-5.1,-4.6,1.7,17,92,34.3,,33.3,45.7,,32.4,31,29.6,38.9,28.6,,39.9,32.9,39.50147237643367,650,3224,,,,,,,,,,,,,,,,,,,,,,,84.90000000000001,,,,,,,,70.8,,,-8.699999999999999
Tochigi,2020,4,40,0,1946000,91.646156,89.406616,90.501373,85.65692121729121,88.328476,-19.375,-5,-5,6.2666669,-95,-99.75920189999999,-59.63799286933742,-9.9333334,-66.65833678005639,-43.7937190506044,-23.35529111703135,-6.3,-8.6,19.6,19.2,89.5,23.9,,8.300000000000001,31.3,,21.1,27.6,24,20.8,14.6,,29.4,22.6,-46.16423466338176,388,1343,,,,,,,,,,,,,,,,,,,,,,,82.7,,,,,,,,158.2,,,-32.7
Tochigi,2020,5,11,0,1946000,87.434204,84.41156,87.535034,81.18902467132941,83.075996,-18.5,-2,-5,2,-98,-100,-44.4900796356406,-26.75,-79.02225059932364,-43.87664094195829,-17.94630488621004,-6,-7.1,34.2,14.8,85,21.8,,,31.1,,18.5,22.2,22.2,22.2,13.3,,24.1,21.3,46.9822193347336,325,849,,,,,,,,,,,,,,,,,,,,,,,78.59999999999999,,,,,,,,.1,,,-44.8
Tochigi,2020,6,14,0,1946000,93.939415,91.908562,92.046349,87.59582572434979,91.258354,-8.375,-6,-7,5,-74,-100,-23.10570963008514,-27.75,-60.17549742636811,-16.92888456697162,-33.28277357019011,3.2,-1.6,55.2,15,84.8,26,,,37.4,,20.6,26.7,28.2,22.2,20,,26.7,25.9,-8.246040037776226,584,1842,,,,,,,,,,,,,,,,,,,,,,,79.90000000000001,,,,,,,,73.5,,,-20.5
Tochigi,2020,7,116,0,1946000,94.616478,92.674675,93.697624,90.48104479257795,89.037239,-9.75,-1.5,-1.5,4.032258,-2,-100,-15.51033267950489,-26.516129,-48.84276485477796,6.569883563164899,-45.70947437810915,2,-6.7,27.5,11,88.59999999999999,25.8,,,42,,18.3,25.3,23.6,22.2,23.1,,26.7,25.7,-35.61405552708466,579,2296,,,,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,,-.9,,,-10.9
Tochigi,2020,8,108,1,1946000,96.137169,94.541634,93.794571,91.25748476253526,91.877228,-5,-3.5,-6.5,6.75,-31,-98.4235041,-22.97320067348847,-20.75,-67.7644197038255,-16.88410873995528,-33.24360361169235,4.9,-4.6,20.3,9.199999999999999,88.2,27.1,,16.7,34.4,,23.3,25.3,30,25,28.1,,28.8,26.7,26.18022169780939,434,1836,,,,,,,,,,,,,,,,,,,,,,,80.59999999999999,,,,,,,,-21.4,,,-18.2
Tochigi,2020,9,127,0,1946000,97.180641,96.509857,94.734695,93.99493596442321,92.952393,-6.25,-6,-8,-5.0740743,37,-99.5503092,-8.922955635557955,-23.666666,-51.76198662589923,-3.669771971263835,-1.113949358336095,-5.7,-1.4,-20.2,1.6,88.2,30.5,,50,41.7,,26.1,29.8,30,25,28.1,,30.2,30.6,-23.81976349577903,632,2567,,,,,,,,,,,,,,,,,,,,,,,80.40000000000001,,,,,,,,37.7,,,-17.4
Tochigi,2020,10,59,0,1946000,98.025856,98.661705,94.785057,96.17407753015327,94.898895,-.5,-3,-3.5,7.0967741,93,-79.98142129999999,1.985389161544943,-23.483871,-64.047708312944,28.83136392180255,22.19081338392355,6.6,-3.9,48.7,2,86.8,33.2,,,43.6,,29,31.2,36.4,37.5,31.4,,35.8,32.6,2.836747439333863,634,2235,,,,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,,9.6,,,24.8
Tochigi,2020,11,149,1,1946000,99.627197,99.265213,96.406723,95.86583292614735,96.375908,1,-5,-6.5,2.75,104,-64.5656884,-6.134391863000745,-13.25,-19.11986919486945,22.68224513694,21.759746603158,3.4,-3,41.6,12,90.40000000000001,37.5,,50,50,,33,35.6,39.3,33.3,32.3,,40.6,36.7,-23.90025754650939,745,2296,,,,,,,,,,,,,,,,,,,,,,,81.59999999999999,,,,,,,,-10.5,,,-12.1
Tochigi,2020,12,840,4,1946000,99.479408,98.155495,97.14473,94.7406980277192,95.351921,-9,-3.5,-7.5,2.9354839,50,-34.0106952,-24.09636269977526,-14.290322,-8.105647620168282,-6.32371930966571,-8.627399932722019,1,-2.7,11.9,8.1,92.90000000000001,34.4,,0,42.6,,33.6,32.1,31.5,27.8,32.3,,40.6,32.5,35.51788431682436,540,1915,,,,,,,,,,,,,,,,,,,,,,,82.7,,,,,,,,-33.6,,,-7.3
Tochigi,2021,1,2293,40,1946000,,,94.781303,95.54255501374021,,-21,-2,-3,8,-76,-93.2444062,-42.12473163190987,-7.25,-8.353627714652443,-33.13548815601265,-10.11220403016084,-1.8,-3.3,22.6,9.199999999999999,89.8,32,,50,40.6,,32.1,29.2,27.3,30,20.8,,39.1,29.9,-3.678737174867436,543,2265,,,,,,,,,,,,,,,,,,,,,,,82.90000000000001,,,,,,,,-12.4,,,3.1
Tochigi,2021,2,322,20,1946000,,,95.522774,94.71736523296961,,-16,-4,-6,7.25,-85,-98,-36.9100153761459,-6.75,-53.11451130251964,-43.99662595138584,-4.918362793380628,-.9,-5.9,15.4,-3.1,90.90000000000001,34.3,,,49.4,,31.5,29.2,35,30.6,28.4,,36.9,33.5,1.49051071154733,503,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.2,,,-6.7
Tochigi,2021,3,545,4,1946000,,,,,,-8.25,-.5,.5,13,,-85,-32.7367652688957,-8.5,-4.754048476919574,-22.41515797763583,29.62338140902347,,,,,,37,,50,44.1,,37.7,29.8,28.3,35.7,36.7,,36.5,37.1,-11.88142166592631,772,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tochigi,2021,4,711,1,1946000,,,,,,-5.125,,,7.04,,,-32.4,-9.2777777,,,,,,,,,38.3,83.3,50,42.7,,38.1,37.3,30.3,39.6,32.2,,36.7,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tochigi,2021,5,251,1,1946000,,,,,,-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,1,0,0,736000,102.05053,102.04228,100,99.99999986570266,100,,-1,-.5,-9.416667,-20,-27.027027,1.863605637917914,-1.75,-13.95955744140835,-2.831490126557549,-.5265889496779502,.7,-.4,-6.6,2.6,92.3,,,,,,,,,,,,,,-29.23319914215938,274,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,2,1,0,736000,101.74906,101.56353,100.83976,100.492253998371,98.569412,.25,-3.5,-5.5,-4.4444447,-20,-61.9891679,-3.678490032900477,-1.5555556,11.44733623989079,-7.022354592958981,-7.679005548190098,8.199999999999999,2.5,7.6,19,95.40000000000001,34.4,,,,,29.8,,,,,,33.3,34.4,16.71497608642147,280,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,3,2,0,736000,101.35458,98.876778,101.50053,96.66016442460931,97.135536,-2,-3.5,-5,-2.75,-72,-100,-15.08673862475049,2.75,-8.738134119526814,-20.82521125816769,-19.96642339691315,-2.1,-6.7,-5.9,6,102.5,33,,,,,32.1,,,,,,58.3,31.9,58.34539003213462,346,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,4,2,1,736000,98.562119,95.113365,97.608582,90.37430633313029,94.716438,-12.625,1.5,-1.5,2.4000001,-96,-98.0722892,-55.9962544374958,-9.7666664,-41.1703477432677,-50.7064306403489,-31.82853913989472,-8.5,-10.8,-1.2,13.2,104.2,31.4,,,,,27.8,,,,,,44.4,30.6,-23.5850337250244,207,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,5,0,0,736000,94.896042,93.776344,89.764076,87.08160422260424,95.407295,-17.25,-1.5,3.5,-2,-99,-100,-46.88085774854564,-20.75,-74.5340801325309,-57.86619241636988,-35.71660262269753,-1.7,-10.6,18.6,11.1,87.5,29.1,,,,,30,,,,,,50,27.5,-9.02878148344972,163,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,6,1,0,736000,100.92593,100.45152,94.475502,93.01677879483881,102.46202,-9.5,-1.5,-1,-2.25,-84,-100,-16.89086454276497,-21.5,-51.44890195414541,-37.76107162802366,-44.21216112431478,5.8,-5.4,34.1,8.9,86.40000000000001,27.9,,,,,22.5,,,,,,33.3,27.6,-2.250124725315288,327,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,7,19,0,736000,101.68356,100.55048,95.456978,93.84767129796074,100.92669,-7.25,-7.5,-8.5,-3.8387096,-62,-100,-15.82320510484973,-21.290323,-64.13121534745476,-32.23246015523514,-51.08707132606308,12.4,-7.9,9.699999999999999,4.8,89.59999999999999,27.3,,,,,25.9,,,,,,33.3,26.9,62.79927024872535,305,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,8,105,3,736000,103.42325,101.70474,97.462822,94.72949328016043,102.28074,-4.5,.5,0,-9.75,-37,-100,-37.14274307958084,-13.5,-74.1296086585604,-39.98580485986055,-43.17172486684279,19.7,-7.6,12.1,10.2,93.09999999999999,27.7,,,,,25.9,,,,,,37.5,26.9,8.690658499234289,242,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,9,18,5,736000,104.27162,102.87991,98.974808,96.87938174728545,102.40724,-2.625,-5,-3,-6.5555553,16,-99.4610133,-16.16287143785513,-21.666666,-60.29868098742701,-36.67327599221197,-18.24020685362092,-11.7,-4,-35.9,-13.6,94.3,33.1,,,,,27,,,,,,45,31.5,-56.83442935841177,383,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,10,16,0,736000,104.03912,104.01701,97.581665,97.70607277785726,103.73822,0,0,-2.5,2.9032259,39,-17.5233645,-13.23072111484641,-19.419355,-69.43242443731206,-3.290568239325984,20.96470748362035,-4.1,-6.8,47.5,13.3,89.40000000000001,31.8,,,,,31.8,,,,,,39.6,30.8,14.05623317483386,274,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,11,17,0,736000,107.40113,104.05849,103.88175,97.58089608196117,103.94374,.75,-.5,2.5,.25,66,244.3592552,-8.919081991662198,-11,-33.41564674717539,-8.510976363077642,31.92856997203031,-13.1,-4.5,23.9,6,104.7,34,,,,,32.5,,,,,,41.7,33.3,-44.50353407597218,449,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,12,17,0,736000,105.37221,103.82499,99.979485,97.15247481076892,103.91996,-6,-3,-3.5,4.516129,-10,99.592668,-25.70363762985048,-15.870968,-10.07069884699634,-20.21002372264373,2.853603884016298,-10.6,-4.1,20.7,5.1,96.5,36.9,,,,,34.3,,,,,,40.5,36.5,5.763936076200935,295,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2021,1,187,5,736000,,,100.14388,97.82917022472031,,-14.75,-4.5,-3,2.25,-78,-100,-32.93962298712309,-5.25,-20.45512231521775,-45.46339585284834,-3.362960718269601,-9.9,-4.5,32.2,4.9,99.40000000000001,34,,,,,29.8,,,,,,33.3,34.1,40.18360587430772,305,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2021,2,67,2,736000,,,94.916237,97.67689382103164,,-12,-3,-7.5,-3.75,,-91,-30.94852552500923,-8.25,-55.34296655830966,-52.82867925779652,-3.904741726119273,-13.6,-5.6,22,-9.6,86.3,39.3,,,,,35,,,,,,52.4,38,-37.28418474462648,344,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2021,3,83,2,736000,,,,,,-5.25,0,0,-3,,-92,-23.66026931238295,-9.25,-38.47704333233646,-32.8725764446184,27.81458664141943,,,,,,36.6,,,,,29.7,,,,,,44.4,36,-61.25189634880572,382,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
