prefecture,year,month,positive,death,population,FujiiKasaigdo,Fujiigdo,FujiiKasaigdp,Fujiigdp,rdei,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,departsuper,conveni,kaden,drugstore,Kasaiiip,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Japan,2020,12,86565,1340,,,,,,,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2021,1,154728,2260,,,,,,,-23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2021,2,41817,2144,,,,,,,-19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2021,3,42283,1278,,,,,,,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2021,4,117459,1067,,,,,,,-12.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2021,5,48638,666,,,,,,,-22.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,1,0,0,962000,102.05053,102.04228,100,100.0000003616808,100,,2,3,5.5833335,-15,-53.2915361,-7.418662405594727,1.5833334,-5.435850377126296,7.981519929494387,8.798285275033892,-.7,.9,-2.8,4.9,100.8,,,,,,,,,,,,,,-8.27171937200626,316,1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,2,0,0,962000,100.92397,101.0035,99.346039,99.51792046255999,98.446106,2.5,4,8,3.3703704,-26,22.7590221,-2.616897443373161,.96296299,4.851936095280639,3.020985280975413,.782017959827437,3.5,3.8,6.4,19.2,99.90000000000001,38.8,33.3,,44.7,33.3,38.6,36.5,26.7,33.3,41.7,33.3,42,38,27.24635929176438,351,1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,3,2,0,962000,100.71217,98.813103,99.812737,96.10655634640727,97.564346,-1.75,-6.5,-7.5,3,-67,-98.758465,-19.65465657299402,3.25,-1.113315680153892,-7.462277928433903,-11.20413156307434,-2.6,-4.6,-6.8,8.9,107.6,35.5,33.3,,39.1,41.7,36.7,33.3,27.8,16.7,35.7,33.3,39.4,34.6,-28.3060640423349,469,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,4,26,0,962000,94.425636,93.198952,91.538589,88.65041588924683,92.714874,-19.375,-2,-4.5,-4.7666669,-98,-99.84848479999999,-63.98178264716868,-9.3999996,-72.12835442390517,-42.14833062958292,-30.53480616339287,-9.300000000000001,-10.1,-2.6,19.9,97,29.2,33.3,,30,33.3,31.1,30,20.8,20.8,24,33.3,32.6,28.4,16.14901081193507,283,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,5,0,0,962000,92.625793,90.959778,88.962357,85.22880186314883,91.779053,-20.75,-5,-4.5,-1,-99,-99.7613745,-53.21368246443295,-24,-79.65611433836466,-46.85816586063426,-25.81341240236355,-6.9,-9.9,9.699999999999999,13,92.90000000000001,26.5,16.7,,29.4,16.7,28.6,26.3,12.5,20.8,22.9,33.3,29.5,25.8,34.22732404679434,220,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,6,0,0,962000,98.355637,98.522964,91.418396,91.2221283200676,100.50371,-11.5,-8,-4.5,7.75,-89,-100,-24.6989470122529,-24,-51.64142274718338,-29.49255549430467,-38.89337427867165,1,-4.7,27.9,6.3,86,28.4,33.3,,34.1,16.7,30,26.7,20.8,11.1,25,33.3,33.3,27.3,-17.54140888919632,364,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,7,18,0,962000,96.684143,98.100815,89.238708,92.53967978406622,97.489464,-9.25,-1,-7,5.6774192,-67,-100,-22.37715482260806,-22.032259,-60.40874226096815,-22.7692651796905,-45.08472978860093,.1,-6.8,10.6,7.7,80.2,29.8,33.3,,36.1,33.3,28.3,29.3,27.8,20.8,26.4,33.3,32.6,29.2,-8.570267086355386,318,1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,8,32,1,962000,98.038559,99.615067,89.581467,93.19984930329369,99.762527,-9.5,-1,-3.5,-1.25,-48,-92.10963460000001,-35.92441012006628,-17,-70.72992715512346,-26.50796068349384,-37.60423133724335,.8,-5.8,10,15.5,79.7,31.4,,,35.5,33.3,33,30.8,22.2,33.3,23.8,33.3,35.3,30.4,-26.27506885559997,349,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,9,16,1,962000,100.35065,101.02322,93.337234,95.21790703663278,100.47216,-7.25,-2,-2,-5.6296296,14,-88.8673139,-15.65762511626144,-21.25926,-61.2606777119614,-21.49292570612744,-13.85971938206822,-8.199999999999999,-2.4,-37,-13.1,87.7,30.7,,,35.7,41.7,29,31.5,33.3,25,27.5,25,35.1,29.5,-24.60010366707658,460,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,10,8,0,962000,100.66951,101.92623,94.327599,96.9232500984776,100.47195,-2.5,-1.5,-1.5,8.1935482,24,-69.8428789,-14.30188673762021,-19.838709,-66.51495444248769,10.12979637147914,16.55432936185213,6.3,-5.3,41.4,17.2,88.5,33,,,34.2,33.3,34,34.4,30.6,30.6,28.4,25,35.3,32.4,-30.76099525869894,385,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,11,46,0,962000,100.74089,102.458,93.170906,96.65828776629039,101.76676,-1.875,1,.5,1.75,80,-71.2738672,-9.772238957173411,-12.25,-33.22144277363551,-.5274949134736133,23.85031284863934,1,-2.8,27.2,11,85.5,33.2,,,36.7,40,32,34.5,33.3,31,30,25,35.2,32.7,17.4350485221718,454,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2020,12,156,1,962000,101.55414,102.41657,94.185844,96.01933268390029,102.32549,-9.25,-1.5,0,2.7741935,27,-89.9769053,-28.46157980437514,-17.580645,-12.46034967223498,-18.66886239483496,-3.160427264864003,.6,-3,15.1,6.5,89.40000000000001,34.6,,33.3,35.6,38.9,35.1,34.7,33.3,31,32.2,33.3,38,33.8,21.0180659108768,387,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2021,1,339,12,962000,,,92.578453,96.26420389269968,,-18.75,4,3.5,3.5,-73,-85.9717868,-42.61274376462953,-7.75,-1.093553795959905,-42.34407777087686,-5.494187545851351,-1.8,-3.8,22.3,11.2,86.7,32,,16.7,33.3,36.7,33,33.3,27.8,27.8,27.1,25,33.3,31.6,18.66479647224971,353,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2021,2,107,3,962000,,,92.247215,95.57165130568366,,-15.5,-3,2.5,0,-78,-89,-37.45678276967596,-7.25,-61.44291357765633,-52.79199336757872,-1.465675001613912,-4.7,-6.2,6,2.9,86.09999999999999,32.6,,16.7,37,41.7,31.8,34.9,30,25,28.9,25,34.8,32.1,-37.37278415312832,377,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2021,3,86,1,962000,,,,,,-7.75,-1,-.5,2.5,,-80,-30.41494713528625,-9,-24.26923569159475,-34.0149743561258,34.56062697187448,,,,,,36.5,,33.3,40.8,41.7,36.2,37.8,29.2,33.3,31.9,25,37.3,36.3,9.973036077427125,505,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2021,4,422,3,962000,,,,,,-9.375,,,7.3600001,,,-42.48,-13.666667,,,,,,,,,34.5,,16.7,40,41.7,33.3,35.9,25,31,28.2,33.3,38.4,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagawa,2021,5,307,1,962000,,,,,,-18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagoshima,2020,1,0,0,1614000,102.05053,102.04228,100,99.99999968831089,100,,-5.5,-5,1.25,-18,22.5826575,-2.233073588412977,5.5,-8.534831652928702,3.525141384769725,1.18851599763386,1.4,0,-.2,1.9,107.5,,,,,,,,,,,,,,-45.65756906732691,595,1617,,,,,,,,,-7.6,,,,,,,,,,,,.8,,,,,,,,,,,,,
Kagoshima,2020,2,0,0,1614000,101.07728,100.60328,100.35777,99.44475188341688,97.73484,-.25,-3.5,-2,6.1111112,-24,7.3570239,-5.119800424885408,-12.333333,-1.514081012516785,-.4339010268441225,.135724888987701,.8,0,4.3,16.1,110.9,38.7,37.5,50,42.2,16.7,25.9,42.9,33.3,33.3,42.3,33.3,42.2,37.9,18.46144711332983,635,1977,,,,,,,,,-12.1,,,,,,,,,,,,.8,,,,,,,,,,,,,
Kagoshima,2020,3,1,0,1614000,98.878181,98.369865,96.59494,95.61431751721179,97.187851,-4,-5,-5.5,5.75,-66,-96.745283,-15.10928078731493,6.25,-17.39885511931476,-13.72643151290189,-9.16312951766969,-3.3,0,-5.7,7.2,107.8,33.5,29.2,50,34.3,16.7,29.8,36.8,18.8,36.7,39.7,33.3,31.3,34,-38.56860799989749,728,2462,,,,,,,,,-49.8,,,,,,,,,,,,.8,,,,,,,,,,,,,
Kagoshima,2020,4,9,0,1614000,92.589882,91.978714,90.384384,88.70375070103427,90.286957,-14.25,-6,-3.5,11.3,-96,-99.8401705,-61.21073186046495,-6.3666668,-45.90779599832944,-41.30708096820248,-17.87201811033322,-10.7,0,-9.5,12.7,104.4,28.4,25,50,33.3,0,26.7,27.6,25,29.2,31.3,16.7,30,28.1,-31.87117767879809,430,1189,,,,,,,,,-81.5,,,,,,,,,,,,.4,,,,,,,,,,,,,
Kagoshima,2020,5,0,0,1614000,92.947868,92.096191,88.618111,86.46753334558629,92.751778,-17.75,-5,-5,4.25,-99,-99.6891002,-50.89694683824858,-19.25,-47.74535286067811,-50.48517306088058,-9.945057128462752,-2.4,0,23.2,6.8,101.9,29,29.2,16.7,29.6,0,23.1,34.1,27.1,33.3,28.8,16.7,28.1,29.2,86.44172626513026,404,938,,,,,,,,,-89.3,,,,,,,,,,,,.2,,,,,,,,,,,,,
Kagoshima,2020,6,1,0,1614000,97.254028,97.356544,93.202705,92.88616724348687,96.569809,-13.625,-2,-1.5,4.5,-87,-100,-26.74413427558192,-19,-17.25588396546341,-21.53003019062661,-30.99245853449892,5.8,0,36.1,10.2,98.59999999999999,30.7,29.2,,32.5,0,31.8,33.3,27.1,13.9,35.6,16.7,28.6,31.1,-40.01914659394426,621,1578,,,,,,,,,-71.8,,,,,,,,,,,,.2,,,,,,,,,,,,,
Kagoshima,2020,7,241,1,1614000,95.898094,95.957443,92.982742,93.64993699563915,92.227325,-16.5,-1,1,2.0645161,-70,-99.7140629,-36.26936602190514,-15.225806,19.20423362570807,-17.8632086332778,-48.08776524040896,-5.9,-6.3,4.5,8.6,98.09999999999999,32.2,36.7,,32.4,22.2,30.8,35.8,25,25,36.9,16.7,35.7,31.5,-4.452874130450084,622,1930,,,,,,,,,-58.8,,,,,,,,,,,,.6,,,,,,,,,,,,,
Kagoshima,2020,8,110,10,1614000,99.118759,98.815514,94.075356,94.05873210368178,97.354843,-9.75,-4,-2.5,3.25,-52,-99.24660969999999,-38.67262399111551,-5.5,-60.48383536903754,-28.98622857823255,-37.14968556358956,4.8,-3.7,11.2,9.800000000000001,100.5,32.8,29.2,,36.1,16.7,36.5,36.4,29.2,16.7,35.7,0,35.3,32.2,28.74463333804863,551,1638,,,,,,,,,-56.6,,,,,,,,,,,,.2,,,,,,,,,,,,,
Kagoshima,2020,9,55,1,1614000,99.893387,99.853134,95.318886,95.81613926771392,97.607384,-10.25,-7,-3.5,-2.1481481,9,-99.12044520000001,-22.65432081644576,-10.222222,-57.31204315884199,-8.450718449597307,-7.875655560012178,-9.800000000000001,-1.7,-34.7,-5.1,100.7,33.9,33.3,,40.2,16.7,37.8,33.3,28.6,16.7,38.5,16.7,31.1,34.5,-11.38399068249508,749,1954,,,,,,,,,-30.8,,,,,,,,,,,,-.1,,,,,,,,,,,,,
Kagoshima,2020,10,53,1,1614000,102.10729,101.33299,98.497955,97.16254808678909,99.083755,-5.5,-1,0,.61290324,44,-93.26113119999999,-16.80040515346923,-9.1935482,-65.5011595171697,30.80004618906696,28.11100005632597,10.5,-3.6,33.9,8.5,108.4,35.6,37.5,,41.7,25,37.5,36.1,35.2,19,37.2,0,38.2,35.1,-11.69808210098306,698,1855,,,,,,,,,-18.1,,,,,,,,,,,,-.2,,,,,,,,,,,,,
Kagoshima,2020,11,159,0,1614000,100.51728,100.44683,96.521103,96.54625037614683,97.983871,-3.75,-3.5,-2,1.5,84,-66.1504425,-12.45374416081055,-.5,-9.881680812853514,20.38743348703152,30.00267912688395,-3.7,-.8,30.7,5.5,102.8,37.1,45.8,,42.1,16.7,35.3,35.8,37.5,20,42.3,16.7,39.3,36.7,-18.65253217377334,814,1764,,,,,,,,,-4.5,,,,,,,,,,,,-.4,,,,,,,,,,,,,
Kagoshima,2020,12,387,1,1614000,100.91261,100.8653,95.99971,96.07028719489655,99.270256,-8.25,-2,-3.5,4.6451612,55,-95.721187,-31.68406052237211,-6.0967741,6.2592626258784,10.13579356923375,-6.36768967972177,1.4,-1.6,20.8,5.1,102.5,35.5,46.7,,39.9,16.7,30.6,39.2,33.3,12.5,38.9,0,34.4,35.7,-17.01434069772219,737,1559,,,,,,,,,-11.3,,,,,,,,,,,,-.6,,,,,,,,,,,,,
Kagoshima,2021,1,606,5,1614000,,,97.828163,95.73450350281399,,-19,-8,-7,5.25,-70,-68.37180290000001,-46.06605569570278,8,-7.635741178895344,-20.35001431073883,-3.566546963609796,-1.8,-3.1,17.9,2.7,113.1,34.8,41.7,,39.7,16.7,28.6,37.3,30,20,41,0,36.9,34.4,158.0077749716009,727,1953,,,,,,,,,-61.9,,,,,,,,,,,,.2,,,,,,,,,,,,,
Kagoshima,2021,2,139,7,1614000,,,96.173058,95.58048598220346,,-16.25,-5.5,-6,4.75,-76,-97,-45.08415028308535,7.25,-45.05007051854376,-38.06837681507701,3.128096248288966,-.6,-5.9,10.6,-7.9,106.3,38,50,,43.5,16.7,33.3,40.7,35.2,21.4,43.1,0,40.5,37.6,77.70073874563138,695,2118,,,,,,,,,-58.4,,,,,,,,,,,,.1,,,,,,,,,,,,,
Kagoshima,2021,3,69,2,1614000,,,,,,-7.25,-6.5,-5.5,4.5,,-82,-35.54843867134313,5.75,-48.41362631692837,-19.86395579294765,33.80204247313715,,,,,,38.2,50,,44.7,16.7,39.3,37.8,33.3,19.4,38.9,0,40.5,37.8,-14.42692499120743,894,2808,,,,,,,,,6.4,,,,,,,,,,,,.5,,,,,,,,,,,,,
Kagoshima,2021,4,293,0,1614000,,,,,,-8.25,,,4.3600001,,,-39.56,5.3888888,,,,,,,,,39.1,40,,40.2,16.7,39.2,42,40.5,12.5,41.7,33.3,41,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagoshima,2021,5,435,0,1614000,,,,,,-7.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanagawa,2020,1,0,0,9177000,102.05053,102.04228,100,99.99999995903052,100,,-1.5,0,.75,-15,92.89196750000001,1.173834978601587,21.833334,-12.4091387689011,2.272930131921231,2.01911831382137,-3.6,2.1,-3.1,6.2,97.59999999999999,,,,,,,,,,,,,,-21.42322593627598,1245,3950,,,,,,,,,,,,,,,-9.4,,-6.2,,,,,,,,,,,,,,-4.1,,,-8.4
Kanagawa,2020,2,21,1,9177000,99.324348,100.75772,96.587288,99.41238318702246,98.069916,-.75,-.5,-.5,5.6296296,-24,-55.5680764,-4.730314042728629,19.962963,-9.936589178291202,.6558254665623869,-6.978234582402474,2.4,5.3,4.4,24.5,86.7,41.1,,38.9,50.6,41.4,36.9,35.7,42.6,34,45.7,33.3,43.8,40.6,30.33961871401843,1445,4537,,,,,,,,,,,,,,,11.9,,-9.199999999999999,,82.7,102,,,,,,,,,,,-31.8,,,-8.199999999999999
Kanagawa,2020,3,120,5,9177000,97.373955,96.888794,96.158989,95.22351432241113,94.675797,-3.5,-6.5,-7,12.75,-73,-70.98971419999999,-23.09314740270077,7.75,-14.30247583692619,-10.23509099627488,-16.99420385480085,-5.7,-3.3,-10.9,9.800000000000001,95.8,34.2,,33.3,45.2,28.6,31.2,30.6,29.2,28.6,36.4,33.3,37.4,33.6,10.60451910997342,1761,5819,,,,,,,,,,,,,,,-26,,-16.6,,87.90000000000001,102,,,,,,,,,,,-21.9,,,-9.6
Kanagawa,2020,4,881,28,9177000,89.883339,89.741013,87.912697,87.15880318863405,87.477341,-25.25,-18,-26,19.766666,-97,-99.788466,-67.75398449552659,-12.666667,-65.59569052953447,-43.15246342597943,-25.50138663382839,-12.3,-6,-20.9,14.3,86.40000000000001,27.1,,20.8,33.2,21.7,24.9,28,27.3,24.7,25.8,33.3,29.6,26.6,16.15470921552348,893,2587,,,,,,,,,,,,,,,-49.6,,-29.1,,83.59999999999999,102.9,,,,,,,,,,,-55.6,,,-28.2
Kanagawa,2020,5,344,52,9177000,86.075317,86.079185,84.292633,83.84343127033679,83.666794,-27.75,-13.5,-22,15,-98,-99.8378082,-58.98683410507656,-30.75,-78.27461823938617,-54.17266234129939,-21.97618609018177,-7.7,-5.5,-5.4,6.8,78.7,26.2,,23.3,32.4,25,24.8,22.8,33.3,26.2,25.5,50,29.3,25.7,-52.98334607725698,767,1949,,,,,,,,,,,,,,,-63,,-28.5,,81.7,102,,,,,,,,,,,13.9,,,-44.5
Kanagawa,2020,6,133,10,9177000,92.450493,92.897133,90.522308,90.9009103252961,89.877045,-14.625,-6.5,-11.5,8,-85,-99.8951368,-35.77151897590274,-31,-63.89135740973582,-31.14522195883177,-36.41369279617015,.1,-2.8,18.3,8.300000000000001,80.3,28.3,,33.3,35.2,28.5,24.8,25.7,47.2,25.9,29.3,,33.3,27.5,-28.83989597903481,1175,3777,,,,,,,,,,,,,,,-34.4,,-29.3,,151.3,101.9,,,,,,,,,,,-24.9,,,-24.4
Kanagawa,2020,7,983,3,9177000,94.556854,94.168999,92.639389,92.43258953857169,89.980316,-17,-6,-9,8.5806456,-69,-94.8257717,-24.79165934452168,-28.354839,-58.04407997463711,-12.36663169738489,-50.66339943811843,-.3,-6.1,13.6,8.6,87.2,30.8,,29.2,38.1,33.9,26.4,28.3,37,27.8,31.4,41.7,34.7,30.1,-29.92880641441933,1271,4485,,,,,,,,,,,,,,,-32.2,,-25.2,,118.2,102.2,,,,,,,,,,,-2.3,,,-12.7
Kanagawa,2020,8,2475,24,9177000,96.092155,95.64283,92.983994,92.66695688459554,92.600868,-15.25,-6,-10.5,7.5,-33,-89.957328,-25.95267728888408,-27.75,-66.71364872914275,-21.68360339325457,-39.77197209886689,3.4,-2.2,10.7,10.7,88.09999999999999,32.6,,33.3,41.7,37.9,27.9,29.2,45.8,26.7,32.8,50,36.5,31.9,2.917885586125735,1054,4088,,,,,,,,,,,,,,,-18,,-20.7,,85.90000000000001,102,,,,,,,,,,,41.7,,,-10.5
Kanagawa,2020,9,1936,15,9177000,97.627319,97.121155,95.045143,94.62685334737169,93.504616,-12.875,-6,-7,-.11111111,16,-82.2815023,-15.81291178234101,-29.222221,-55.52109400223935,-7.622239540233397,-10.14860754142823,-10.8,-1.4,-27.6,-7.6,91.59999999999999,34,,23.3,40.6,43.8,29,30.3,50,33.3,35.1,,38.4,33.3,57.11080477587271,1508,5670,,,,,,,,,,,,,,,-40.9,,-11.2,,83.2,102.2,,,,,,,,,,,28.5,,,-7.7
Kanagawa,2020,10,1815,33,9177000,99.176445,98.793427,97.046402,96.46406410949098,94.863998,-10.75,2,-1,8.4516125,120,-79.35114799999999,-7.262572100770514,-22.612904,-68.57900397335992,46.07557004935065,7.616689181933755,6.4,-4.5,27.3,12,95.2,36.2,,30,42.6,43.7,34.1,33.1,44.4,30.3,35.9,,40.3,35.5,-43.67425056745395,1411,4362,,,,,,,,,,,,,,,-25.6,,-4.9,,83.59999999999999,102.1,,,,,,,,,,,34.7,,,34.8
Kanagawa,2020,11,3844,26,9177000,98.885429,98.554565,96.733284,96.2514876172459,94.613991,-10.375,-4,-7.5,6,139,-74.0790787,-16.50604040681512,-17.75,-35.64646845578979,31.71787666837578,1.768787733253485,-3.8,-.9,25.7,9.1,94.7,35.8,,38.1,41.3,41.1,33.4,33,38.1,33.9,35,,40.4,35.1,-28.52386589091354,1543,4446,,,,,,,,,,,,,,,-2,,-8,,86.8,102.4,,,,,,,,,,,14.5,,,9.6
Kanagawa,2020,12,8707,79,9177000,98.452156,98.160553,95.555466,95.14900626483299,94.953407,-13.25,-8,-14,6.6451612,56,-75.4666014,-32.98845454447219,-15.064516,-16.1302146532557,3.420409951716622,-17.92357887137329,-1.1,-2.5,12,6.2,93.2,37,,30,40.1,44.6,36.5,34,40.7,33.9,36.9,,39.2,36.6,-7.350332525356961,1110,3990,,,,,,,,,,,,,,,-15.9,,-3.8,,179.3,102.5,,,,,,,,,,,30.6,,,13.9
Kanagawa,2021,1,19501,197,9177000,,,94.279388,95.3921972012531,,-24.5,-11.5,-18.5,9.25,-72,-79.3579326,-42.36484521623026,4.5,-11.20411742800095,-35.27659678413379,-19.92924637876195,-.2,-1.9,13.5,6,91,35.4,,33.3,38.4,46.4,34.7,32.2,43.8,29.8,35,,38,34.9,18.05560828157491,1234,4509,,,,,,,,,,,,,,,-22.6,,11.7,,83.59999999999999,100.8,,,,,,,,,,,-1.3,,,12.2
Kanagawa,2021,2,4137,208,9177000,,,94.069229,94.71272832239809,,-20.375,-10.5,-16.5,6.25,-76,-79,-40.30153072479258,-2,-50.71246586803768,-46.2304532504852,-13.52077504833708,-.9,-5.1,7.3,-9.300000000000001,90.5,38.5,,44.4,41.5,50,38.1,34.6,46.3,39.1,36,,38.8,38.4,-42.06453862440782,1322,5057,,,,,,,,,,,,,,,-19.9,,-1.3,,81.7,100.5,,,,,,,,,,,34.3,,,6.8
Kanagawa,2021,3,3171,104,9177000,,,,,,-14.5,-8,-13,6.5,,-52,-36.07502644502875,-17,-23.4679361627965,-23.64306067717063,15.01979745517501,,,,,,41,,33.3,40.2,50.6,42.5,37.6,44.4,40.7,40.8,,42.8,40.6,60.09156840023951,1845,6625,,,,,,,,,,,,,,,,,21.6,,,,,,,,,,,,,,31.2,,,
Kanagawa,2021,4,5465,33,9177000,,,,,,-12.25,,,5.52,,,-38.72,-15.555555,,,,,,,,,40.6,,38.9,39.1,52.7,43.4,36.4,44.4,44.9,38.5,,42.5,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanagawa,2021,5,2204,19,9177000,,,,,,-19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochi,2020,1,0,0,706000,102.05053,102.04228,100,99.99999973466792,100,,0,-1,-10.416667,-13,-12.9032258,6.011102928524146,3.5,.916262532021766,9.811110725155217,10.41263207161214,-1.8,.8,2.7,2.9,100.3,,,,,,,,,,,,,,-25.0207362250402,365,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochi,2020,2,1,0,706000,99.792564,100.73363,97.443512,99.30378439683996,98.131302,3.5,6,0,-5.7037039,0,-54.1499331,10.43812501798145,4.2222223,16.97517433152985,7.293675385534507,4.74649776795132,3.8,5,12.7,17.1,92.5,45.2,,,61.5,,37.8,32.1,29.2,50,58.3,,60,43.7,-18.59910141708873,375,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochi,2020,3,16,0,706000,98.619484,99.299957,94.360565,95.70990035774429,98.915215,-3.75,-2.5,-2,-3.75,-64,-96.86393529999999,-13.57711208400051,3.5,.5768260465518246,-8.775561619861081,1.65016978968982,-6.4,-4.9,-5.5,12.6,90.7,40.4,,,49.1,,38.9,28.6,36.7,0,50,,44.4,39.8,14.15274947727303,503,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochi,2020,4,57,3,706000,94.92054,93.850761,91.616844,89.03136771655456,93.602341,-17,0,-2.5,-1.2,-96,-96.952381,-63.16040951609703,-6.5999999,-59.05342033653456,-39.7492935450254,-14.53512797925894,-14.8,-11.3,-6.3,16,100.3,37.4,,,39.5,,34.2,29.8,60,16.7,43.3,,47.9,36.1,66.17619066768543,277,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochi,2020,5,0,0,706000,91.830025,91.942337,87.096512,86.82779570501391,92.092125,-16.5,-2.5,-.5,-4.5,-98,-100,-47.69097319343329,-20,-67.67430608970827,-45.02684393431546,-13.48249449277822,-6.8,-10.1,22.4,12.7,86.90000000000001,32.9,,,39.2,,31.2,32.2,21.4,0,38.9,,38.9,32.3,-26.68875011887025,247,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochi,2020,6,0,0,706000,98.166702,99.294861,92.211746,93.88624958206961,99.34169,-9.375,-2,-.5,-3.25,-77,-100,-8.209841149665362,-17.25,-39.73378787883289,-29.67448056087355,-27.76982932880642,1.6,-2.7,39.9,13.1,83.59999999999999,34,,,43.5,,26.2,31.9,37,0,36.1,,38.3,33.3,-23.69061333975274,369,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochi,2020,7,6,0,706000,99.001068,98.69899,94.043808,94.02874830116387,97.159103,-7.25,-1,-1.5,-1.0967742,-50,-100,.4212488421232323,-15.903226,-42.85886551395193,-12.85459043428298,-37.42088857976757,1.7,-4,5.8,7.8,91.90000000000001,34.1,,,40.2,33.3,29.6,33.3,37,0,33.3,,39.6,33.3,-34.65668071041847,378,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochi,2020,8,45,0,706000,98.898537,99.664986,92.464584,94.51875055887878,98.540314,-2.5,-.5,-.5,2.25,-11,-100,-12.18823440862584,-3.75,-64.91882014061078,-12.00665211146791,-24.19573725407088,.4,-3.7,15.5,11.7,83.7,36.9,,,50,33.3,30.6,32.1,33.3,0,40.7,,33.3,37.2,65.68266865054485,306,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochi,2020,9,13,1,706000,101.78184,101.41196,96.382179,96.251802319612,100.19129,-6,3,-1.5,2.6296296,57,-83.5463259,4.73671663977118,-12.962963,-54.17600833440946,-12.73012647291381,.7653724983379004,-4.6,-.6,-36.2,-5.2,94.5,39.9,,,50.9,33.3,33.3,34.8,33.3,33.3,46.3,,47.2,39.2,-26.01058923996584,438,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
